JANUS CAPITAL MANAGEMENT LLC
20160930
nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt - sshPrnamt	shrsOrPrnAmt - sshPrnamtType	investmentDiscretion	otherManager	votingAuthority - Sole	votingAuthority - Shared	votingAuthority - None
STERICYCLE INC	COM	858912108	28879	360359	SH	DFND	1	239259	0	121100
STERICYCLE INC	COM	858912108	2	23	SH	SOLE	 	23	0	0
STERIS PLC	COM	G84720104	526104	7197038	SH	SOLE	 	6738072	0	458966
STORE CAPITAL CORP	COM	862121100	4963	168400	SH	DFND	1	44600	0	123800
STRYKER CORP	COM	863667101	111632	958959	SH	DFND	1	657559	0	301400
STRYKER CORP	COM	863667101	3	23	SH	SOLE	 	23	0	0
SUMMIT MATERIALS INC -CL A	COM	86614U100	44648	2406896	SH	SOLE	 	2323797	0	83099
SUN COMMUNITIES INC	COM	866674104	534	6800	SH	DFND	1	100	0	6700
SUN COMMUNITIES INC	COM	866674104	53	678	SH	SOLE	 	678	0	0
SUNEDISON SEMICONDUCTOR LTD	COM	Y8213L102	1085	95242	SH	SOLE	 	95242	0	0
SUNOPTA INC	COM	8676EP108	108	15265	SH	SOLE	 	15265	0	0
SUNTRUST BANKS INC	COM	867914103	16074	366986	SH	DFND	1	283886	0	83100
SUPERIOR ENERGY SERVICES INC	COM	868157108	516	28800	SH	DFND	1	500	0	28300
SVB FINANCIAL GROUP	COM	78486Q101	497	4500	SH	DFND	1	100	0	4400
SVB FINANCIAL GROUP	COM	78486Q101	33525	303283	SH	SOLE	 	281845	0	21438
SYMANTEC CORP	COM	871503108	14842	591333	SH	DFND	1	466133	0	125200
SYMANTEC CORP	COM	871503108	11	441	SH	SOLE	 	441	0	0
SYNCHRONY FINANCIAL	COM	87165B103	2834	101200	SH	DFND	1	49400	0	51800
SYNCHRONY FINANCIAL	COM	87165B103	681726	24347301	SH	SOLE	 	24083757	0	263519
SYNNEX CORP	COM	87162W100	213	1867	SH	SOLE	 	1867	0	0
SYNOPSYS INC	COM	871607107	38287	645100	SH	DFND	1	479000	0	166100
SYNOVUS FINANCIAL CORP	COM	87161C501	4030	123900	SH	DFND	1	57000	0	66900
SYSCO CORP	COM	871829107	103078	2103200	SH	DFND	1	1473800	0	629400
SYSCO CORP	COM	871829107	209292	4270384	SH	SOLE	 	4194532	0	75852
T ROWE PRICE GROUP INC	COM	74144T108	1922	28900	SH	DFND	1	13800	0	15100
TABLEAU SOFTWARE INC-CL A	COM	87336U105	398	7200	SH	DFND	1	100	0	7100
TAHOE RESOURCES INC	COM	873868103	7636	595200	SH	DFND	1	283100	0	312100
TAIWAN SEMICONDUCTOR-SP ADR	COM	874039100	14546	475508	SH	SOLE	 	345386	0	130122
TAL EDUCATION GROUP- ADR	ADR	874080104	1403	19800	SH	DFND	1	9200	0	10600
TANGER FACTORY OUTLET CENTER	COM	875465106	6354	163100	SH	DFND	1	90400	0	72700
TARGA RESOURCES CORP	COM	87612G101	378	7700	SH	DFND	1	1300	0	6400
TARGET CORP	COM	87612E106	35116	511306	SH	DFND	1	308706	0	202600
TARGET CORP	COM	87612E106	5	80	SH	SOLE	 	80	0	0
TARO PHARMACEUTICAL INDUS	COM	M8737E108	243	2200	SH	DFND	1	2100	0	100
TAUBMAN CENTERS INC	COM	876664103	298	4000	SH	DFND	1	300	0	3700
TAUBMAN CENTERS INC	COM	876664103	34	459	SH	SOLE	 	459	0	0
TCF FINANCIAL CORP	COM	872275102	335	23100	SH	DFND	1	400	0	22700
TD AMERITRADE HOLDING CORP	COM	87236Y108	2389	67800	SH	DFND	1	45200	0	22600
TD AMERITRADE HOLDING CORP	COM	87236Y108	485341	13772449	SH	SOLE	 	13372298	0	400151
TE CONNECTIVITY LTD	COM	H84989104	1451	22543	SH	DFND	1	19243	0	3300
TE CONNECTIVITY LTD	COM	H84989104	369087	5732948	SH	SOLE	 	5305791	0	427157
TEGNA INC	COM	87901J105	526	24083	SH	DFND	1	11683	0	12400
TEGNA INC	COM	87901J105	7	343	SH	SOLE	 	343	0	0
TELEDYNE TECHNOLOGIES INC	COM	879360105	259017	2399857	SH	SOLE	 	2262548	0	137309
TELEFLEX INC	COM	879369106	19023	113200	SH	DFND	1	63000	0	50200
TELEFLEX INC	COM	879369106	321052	1910452	SH	SOLE	 	1801471	0	108981
TELEPHONE AND DATA SYSTEMS	COM	879433829	470	17300	SH	DFND	1	3400	0	13900
TELIGENT INC	COM	87960W104	43392	5709527	SH	SOLE	 	5332775	0	376752
TEMPUR SEALY INTERNATIONAL I	COM	88023U101	204	3600	SH	DFND	1	100	0	3500
TERADATA CORP	COM	88076W103	305	9829	SH	DFND	1	1829	0	8000
TERADATA CORP	COM	88076W103	5	167	SH	SOLE	 	167	0	0
TERADYNE INC	COM	880770102	898	41600	SH	DFND	1	11900	0	29700
TERRENO REALTY CORP	COM	88146M101	4639	168637	SH	SOLE	 	168637	0	0
TESARO INC	COM	881569107	71163	709924	SH	SOLE	 	658807	0	51117
TESLA MOTORS INC	COM	88160R101	3081	15100	SH	DFND	1	6100	0	9000
TESLA MOTORS INC	COM	88160R101	26959	132197	SH	SOLE	 	118966	0	11170
TESORO CORP	COM	881609101	14171	178112	SH	DFND	1	135079	0	43033
TESORO CORP	COM	881609101	9	109	SH	SOLE	 	109	0	0
TEVA PHARMACEUTICAL-SP ADR	ADR	881624209	368	8000	SH	DFND	1	8000	0	0
TEVA PHARMACEUTICAL-SP ADR	ADR	881624209	214981	4672460	SH	SOLE	 	4357411	0	315049
TEXAS INSTRUMENTS INC	COM	882508104	68190	971641	SH	DFND	1	716641	0	255000
TEXAS INSTRUMENTS INC	COM	882508104	202203	2881207	SH	SOLE	 	2498656	0	382551
TEXTRON INC	COM	883203101	1400	35223	SH	DFND	1	16423	0	18800
TEXTRON INC	COM	883203101	3	86	SH	SOLE	 	86	0	0
THERMO FISHER SCIENTIFIC INC	COM	883556102	244762	1538800	SH	DFND	1	1165500	0	373300
THERMO FISHER SCIENTIFIC INC	COM	883556102	161660	1016346	SH	SOLE	 	958891	0	57455
THOMSON REUTERS CORP	COM	884903105	3393	82000	SH	DFND	1	27200	0	54800
THOR INDUSTRIES INC	COM	885160101	10554	124600	SH	DFND	1	60000	0	64600
THOR INDUSTRIES INC	COM	885160101	122707	1448721	SH	SOLE	 	1358959	0	89762
TIFFANY  CO	COM	886547108	975	13426	SH	DFND	1	6526	0	6900
TIFFANY  CO	COM	886547108	35	477	SH	SOLE	 	477	0	0
TIME WARNER INC	COM	887317303	16013	201146	SH	DFND	1	144613	0	56533
TIME WARNER INC	COM	887317303	443433	5570062	SH	SOLE	 	5502263	0	67789
TIMKEN CO	COM	887389104	1279	36400	SH	DFND	1	17700	0	18700
TJX COMPANIES INC	COM	872540109	27979	374157	SH	DFND	1	254035	0	120122
TJX COMPANIES INC	COM	872540109	0	6	SH	SOLE	 	6	0	0
T-MOBILE US INC	COM	872590104	28039	600150	SH	DFND	1	450450	0	149700
T-MOBILE US INC	COM	872590104	185764	3976073	SH	SOLE	 	3788251	0	187822
TOLL BROTHERS INC	COM	889478103	1168	39100	SH	DFND	1	16100	0	23000
TORCHMARK CORP	COM	891027104	15015	235013	SH	DFND	1	166715	0	68298
TORO CO	COM	891092108	19040	406500	SH	DFND	1	195400	0	211100
TORO CO	COM	891092108	47234	1008413	SH	SOLE	 	942920	0	65493
TOTAL SYSTEM SERVICES INC	COM	891906109	125360	2658747	SH	DFND	1	1980347	0	678400
TOTAL SYSTEM SERVICES INC	COM	891906109	3	57	SH	SOLE	 	57	0	0
TRACTOR SUPPLY COMPANY	COM	892356106	25384	376900	SH	DFND	1	295400	0	81500
TRACTOR SUPPLY COMPANY	COM	892356106	30989	460116	SH	SOLE	 	421521	0	38595
TRADE DESK INC/THE -CLASS A	COM	88339J105	1499	51330	SH	SOLE	 	37147	0	14183
TRANSDIGM GROUP INC	COM	893641100	44948	155466	SH	DFND	1	103478	0	51988
TRANSDIGM GROUP INC	COM	893641100	136841	473302	SH	SOLE	 	459877	0	13425
TRANSOCEAN LTD	COM	H8817H100	803	75303	SH	DFND	1	21903	0	53400
TRANSOCEAN LTD	COM	H8817H100	5	507	SH	SOLE	 	507	0	0
TRAVELERS COS INC/THE	COM	89417E109	146391	1277962	SH	DFND	1	1022545	0	255417
TRAVELERS COS INC/THE	COM	89417E109	57924	505670	SH	SOLE	 	505670	0	0
TREEHOUSE FOODS INC	COM	89469A104	1212	13900	SH	DFND	1	7900	0	6000
TREX COMPANY INC	COM	89531P105	75289	1282172	SH	SOLE	 	1198064	0	84108
TRILLIUM THERAPEUTICS INC	COM	89620X506	8418	569584	SH	SOLE	 	569584	0	0
TRIMBLE INC	COM	896239100	17893	626500	SH	DFND	1	479400	0	147100
TRINA SOLAR LTD-SPON ADR	ADR	89628E104	1850	180689	SH	SOLE	 	180689	0	0
TRINITY BIOTECH PLC-SPON ADR	ADR	896438306	18880	1428127	SH	SOLE	 	1323349	0	104778
TRINITY INDUSTRIES INC	COM	896522109	476	19700	SH	DFND	1	11400	0	8300
TRIPADVISOR INC	COM	896945201	714	11300	SH	DFND	1	5900	0	5400
TUPPERWARE BRANDS CORP	COM	899896104	3007	46000	SH	DFND	1	10600	0	35400
TWENTY-FIRST CENTURY FOX - B	COM	90130A200	2585	104500	SH	DFND	1	49700	0	54800
TWENTY-FIRST CENTURY FOX-A	COM	90130A101	3002	123947	SH	DFND	1	54147	0	69800
TWENTY-FIRST CENTURY FOX-A	COM	90130A101	23	962	SH	SOLE	 	962	0	0
TWITTER INC	COM	90184L102	1072	46500	SH	DFND	1	16200	0	30300
TWO HARBORS INVESTMENT CORP	COM	90187B101	1041	122000	SH	DFND	1	100700	0	21300
TWO HARBORS INVESTMENT CORP	COM	90187B101	42	4965	SH	SOLE	 	4965	0	0
TYLER TECHNOLOGIES INC	COM	902252105	8664	50600	SH	DFND	1	25800	0	24800
TYLER TECHNOLOGIES INC	COM	902252105	133906	782022	SH	SOLE	 	693314	0	88708
TYSON FOODS INC-CL A	COM	902494103	261345	3500000	SH	DFND	1	2502400	0	997600
TYSON FOODS INC-CL A	COM	902494103	45	600	SH	SOLE	 	0	0	600
UBIQUITI NETWORKS INC	COM	90347A100	206	3842	SH	SOLE	 	3842	0	0
UDR INC	COM	902653104	60606	1683965	SH	DFND	1	1243174	0	440791
UDR INC	COM	902653104	20	546	SH	SOLE	 	146	0	400
UGI CORP	COM	902681105	34102	753799	SH	DFND	1	511200	0	242599
ULTA SALON COSMETICS  FRAGR	COM	90384S303	78296	329004	SH	DFND	1	204204	0	124800
ULTA SALON COSMETICS  FRAGR	COM	90384S303	24	102	SH	SOLE	 	2	0	100
ULTIMATE SOFTWARE GROUP INC	COM	90385D107	15595	76300	SH	DFND	1	38600	0	37700
ULTIMATE SOFTWARE GROUP INC	COM	90385D107	129409	633141	SH	SOLE	 	560099	0	73042
UMPQUA HOLDINGS CORP	COM	904214103	381	25300	SH	DFND	1	25300	0	0
UNDER ARMOUR INC-CLASS A	COM	904311107	1011	26140	SH	DFND	1	11840	0	14300
UNDER ARMOUR INC-CLASS A	COM	904311107	108	2782	SH	SOLE	 	2782	0	0
UNDER ARMOUR INC-CLASS C	COM	904311206	861	25417	SH	DFND	1	11343	0	14074
UNION PACIFIC CORP	COM	907818108	21253	217916	SH	DFND	1	130716	0	87200
UNION PACIFIC CORP	COM	907818108	23130	237157	SH	SOLE	 	237157	0	0
UNITED CONTINENTAL HOLDINGS	COM	910047109	1829	34854	SH	DFND	1	14654	0	20200
UNITED CONTINENTAL HOLDINGS	COM	910047109	430046	8196007	SH	SOLE	 	7961083	0	234924
UNITED PARCEL SERVICE-CL B	COM	911312106	55256	505271	SH	DFND	1	228371	0	276900
UNITED PARCEL SERVICE-CL B	COM	911312106	174375	1594504	SH	SOLE	 	1594504	0	0
UNITED RENTALS INC	COM	911363109	37499	477758	SH	DFND	1	346858	0	130900
UNITED RENTALS INC	COM	911363109	2	23	SH	SOLE	 	23	0	0
UNITED STATES STEEL CORP	COM	912909108	5002	265200	SH	DFND	1	128000	0	137200
UNITED TECHNOLOGIES CORP	COM	913017109	19193	188912	SH	DFND	1	122368	0	66544
UNITED TECHNOLOGIES CORP	COM	913017109	2	24	SH	SOLE	 	24	0	0
UNITED THERAPEUTICS CORP	COM	91307C102	980	8300	SH	DFND	1	4100	0	4200
UNITED THERAPEUTICS CORP	COM	91307C102	106	896	SH	SOLE	 	896	0	0
UNITEDHEALTH GROUP INC	COM	91324P102	409977	2928408	SH	DFND	1	2100777	0	827631
UNIVERSAL HEALTH SERVICES-B	COM	913903100	42326	343500	SH	DFND	1	265700	0	77800
UNIVERSAL HEALTH SERVICES-B	COM	913903100	256169	2078941	SH	SOLE	 	1902772	0	176169
UNUM GROUP	COM	91529Y106	7697	217974	SH	DFND	1	173174	0	44800
UNUM GROUP	COM	91529Y106	4	107	SH	SOLE	 	107	0	0
URBAN OUTFITTERS INC	COM	917047102	283	8190	SH	DFND	1	2190	0	6000
URBAN OUTFITTERS INC	COM	917047102	3	74	SH	SOLE	 	74	0	0
US BANCORP	COM	902973304	64251	1498042	SH	DFND	1	933088	0	564954
US BANCORP	COM	902973304	346378	8075953	SH	SOLE	 	8028505	0	47448
USG CORP	COM	903293405	364	14100	SH	DFND	1	7900	0	6200
VAIL RESORTS INC	COM	91879Q109	8864	56500	SH	DFND	1	24900	0	31600
VAIL RESORTS INC	COM	91879Q109	82	522	SH	SOLE	 	522	0	0
VALERO ENERGY CORP	COM	91913Y100	73337	1383721	SH	DFND	1	1133921	0	249800
VALERO ENERGY CORP	COM	91913Y100	21	393	SH	SOLE	 	393	0	0
VALIDUS HOLDINGS LTD	COM	G9319H102	7373	148000	SH	DFND	1	107000	0	41000
VALMONT INDUSTRIES	COM	920253101	3539	26300	SH	DFND	1	9100	0	17200
VALSPAR CORP/THE	COM	920355104	24831	234100	SH	DFND	1	129600	0	104500
VALSPAR CORP/THE	COM	920355104	14235	134200	SH	SOLE	 	134200	0	0
VALVOLINE INC	COM	92047W101	4939	210241	SH	SOLE	 	201683	0	8558
VANECK VECTORS RUSSIA ETF	COM	92189F403	430	22935	SH	DFND	1	22935	0	0
VANECK VECTORS RUSSIA ETF	COM	92189F403	365	19444	SH	SOLE	 	19444	0	0
VANGUARD FTSE EUROPE ETF	ETD	922042874	487	10000	SH	DFND	1	10000	0	0
VANGUARD FTSE EUROPE ETF	ETD	922042874	207	4239	SH	SOLE	 	4239	0	0
VANGUARD FTSE PACIFIC ETF	ETD	922042866	1944	32088	SH	DFND	1	32088	0	0
VANGUARD FTSE PACIFIC ETF	ETD	922042866	132	2174	SH	SOLE	 	2174	0	0
VANGUARD MORTGAGE-BACKED SEC	ETD	92206C771	353	6539	SH	SOLE	 	6539	0	0
VANGUARD SP 500 ETF	ETD	922908363	576	2900	SH	DFND	1	2900	0	0
VANGUARD SP 500 ETF	ETD	922908363	16709	84098	SH	SOLE	 	84098	0	0
VANGUARD TOTAL INTL BOND ETF	ETD	92203J407	203	3628	SH	SOLE	 	3628	0	0
VANTIV INC - CL A	COM	92210H105	54261	964300	SH	DFND	1	457600	0	506700
VANTIV INC - CL A	COM	92210H105	11	200	SH	SOLE	 	0	0	200
VARIAN MEDICAL SYSTEMS INC	COM	92220P105	7600	76361	SH	DFND	1	54261	0	22100
VARIAN MEDICAL SYSTEMS INC	COM	92220P105	303454	3048863	SH	SOLE	 	2819822	0	229041
VCA INC	COM	918194101	13947	199300	SH	DFND	1	102300	0	97000
VECTREN CORP	COM	92240G101	7249	144400	SH	DFND	1	68200	0	76200
VEEVA SYSTEMS INC-CLASS A	COM	922475108	10147	245800	SH	DFND	1	125400	0	120400
VEEVA SYSTEMS INC-CLASS A	COM	922475108	173	4198	SH	SOLE	 	4198	0	0
VENTAS INC	COM	92276F100	67974	962400	SH	DFND	1	736700	0	225700
VENTAS INC	COM	92276F100	590	8348	SH	SOLE	 	8348	0	0
VEREIT INC	COM	92339V100	20565	1983119	SH	DFND	1	1611319	0	371800
VERISIGN INC	COM	92343E102	119142	1522778	SH	DFND	1	1096078	0	426700
VERISIGN INC	COM	92343E102	9	109	SH	SOLE	 	109	0	0
VERISK ANALYTICS INC	COM	92345Y106	10745	132200	SH	DFND	1	76400	0	55800
VERISK ANALYTICS INC	COM	92345Y106	488743	6013069	SH	SOLE	 	5609044	0	404025
VERITIV CORP	COM	923454102	5275	105149	SH	SOLE	 	89591	0	15558
VERIZON COMMUNICATIONS INC	COM	92343V104	165120	3176616	SH	DFND	1	2214072	0	962544
VERIZON COMMUNICATIONS INC	COM	92343V104	81201	1562160	SH	SOLE	 	1562160	0	0
VERTEX PHARMACEUTICALS INC	COM	92532F100	2616	30000	SH	DFND	1	13700	0	16300
VERTEX PHARMACEUTICALS INC	COM	92532F100	39746	455749	SH	SOLE	 	412659	0	43090
VF CORP	COM	918204108	34576	616882	SH	DFND	1	484482	0	132400
VF CORP	COM	918204108	2	32	SH	SOLE	 	32	0	0
VIACOM INC-CLASS B	COM	92553P201	2095	54980	SH	DFND	1	24080	0	30900
VIACOM INC-CLASS B	COM	92553P201	3	91	SH	SOLE	 	91	0	0
VIRGIN AMERICA INC	COM	92765X208	4353	81350	SH	SOLE	 	81350	0	0
VISA INC-CLASS A SHARES	COM	92826C839	227037	2745306	SH	DFND	1	1979298	0	766008
VISA INC-CLASS A SHARES	COM	92826C839	357497	4322794	SH	SOLE	 	3822644	0	500150
VISTA OUTDOOR INC	COM	928377100	6079	152500	SH	DFND	1	84400	0	68100
VISTA OUTDOOR INC	COM	928377100	76	1916	SH	SOLE	 	1916	0	0
VISTEON CORP	COM	92839U206	4830	67400	SH	DFND	1	22600	0	44800
VMWARE INC-CLASS A	COM	928563402	4702	64100	SH	DFND	1	45400	0	18700
VMWARE INC-CLASS A	COM	928563402	213	2904	SH	SOLE	 	2904	0	0
VODAFONE GROUP PLC-SP ADR	ADR	92857W308	411	14100	SH	DFND	1	14100	0	0
VODAFONE GROUP PLC-SP ADR	ADR	92857W308	13	446	SH	SOLE	 	446	0	0
VORNADO REALTY TRUST	COM	929042109	9868	97500	SH	DFND	1	73500	0	24000
VOYA FINANCIAL INC	COM	929089100	1121	38900	SH	DFND	1	17700	0	21200
VULCAN MATERIALS CO	COM	929160109	167768	1475143	SH	DFND	1	1164543	0	310600
VULCAN MATERIALS CO	COM	929160109	180957	1591160	SH	SOLE	 	1433834	0	144478
WABCO HOLDINGS INC	COM	92927K102	3360	29600	SH	DFND	1	19500	0	10100
WABTEC CORP	COM	929740108	768	9400	SH	DFND	1	4700	0	4700
WABTEC CORP	COM	929740108	103927	1272837	SH	SOLE	 	1173707	0	99130
WALGREENS BOOTS ALLIANCE INC	COM	931427108	44813	555858	SH	DFND	1	352158	0	203700
WALGREENS BOOTS ALLIANCE INC	COM	931427108	8	100	SH	SOLE	 	100	0	0
WAL-MART STORES INC	COM	931142103	51752	717588	SH	DFND	1	583217	0	134371
WAL-MART STORES INC	COM	931142103	10	145	SH	SOLE	 	145	0	0
WALT DISNEY CO/THE	COM	254687106	361564	3893641	SH	DFND	1	2741469	0	1152172
WALT DISNEY CO/THE	COM	254687106	78283	843022	SH	SOLE	 	616459	0	226563
WASHINGTON PRIME GROUP INC	COM	93964W108	2309	186528	SH	SOLE	 	186528	0	0
WASTE CONNECTIONS INC	COM	94106B101	43366	580535	SH	DFND	1	436556	0	143979
WASTE MANAGEMENT INC	COM	94106L109	111947	1755762	SH	DFND	1	1301562	0	454200
WASTE MANAGEMENT INC	COM	94106L109	57427	900671	SH	SOLE	 	900671	0	0
WATERS CORP	COM	941848103	76157	480516	SH	DFND	1	362116	0	118400
WATERS CORP	COM	941848103	137842	869720	SH	SOLE	 	815454	0	54266
WATSCO INC	COM	942622200	9497	67400	SH	DFND	1	33400	0	34000
WATSCO INC	COM	942622200	109	775	SH	SOLE	 	775	0	0
WEATHERFORD INTERNATIONAL PL	COM	G48833100	656	116700	SH	DFND	1	37100	0	79600
WEBMD HEALTH CORP	COM	94770V102	51276	1031719	SH	SOLE	 	959674	0	72045
WEC ENERGY GROUP INC	COM	92939U106	167254	2793160	SH	DFND	1	1948013	0	845147
WEC ENERGY GROUP INC	COM	92939U106	25	416	SH	SOLE	 	16	0	400
WEINGARTEN REALTY INVESTORS	COM	948741103	3843	98600	SH	DFND	1	26500	0	72100
WELLCARE HEALTH PLANS INC	COM	94946T106	1159	9900	SH	DFND	1	5000	0	4900
WELLS FARGO  CO	COM	949746101	171018	3862186	SH	DFND	1	2571760	0	1290426
WELLS FARGO  CO	COM	949746101	22009	497050	SH	SOLE	 	497050	0	0
WELLTOWER INC	COM	95040Q104	33377	446400	SH	DFND	1	254200	0	192200
WELLTOWER INC	COM	95040Q104	600	8019	SH	SOLE	 	7719	0	300
WENDYS CO/THE	COM	95058W100	284	26300	SH	DFND	1	800	0	25500
WENDYS CO/THE	COM	95058W100	192151	17791740	SH	SOLE	 	17128376	0	663364
WESCO INTERNATIONAL INC	COM	95082P105	2613	42500	SH	DFND	1	24000	0	18500
WEST PHARMACEUTICAL SERVICES	COM	955306105	16584	222600	SH	DFND	1	95400	0	127200
WESTAR ENERGY INC	COM	95709T100	43249	762100	SH	DFND	1	510000	0	252100
WESTERN ALLIANCE BANCORP	COM	957638109	4801	127900	SH	DFND	1	65800	0	62100
WESTERN ALLIANCE BANCORP	COM	957638109	39	1038	SH	SOLE	 	1038	0	0
WESTERN DIGITAL CORP	COM	958102105	2041	34905	SH	DFND	1	16166	0	18739
WESTERN DIGITAL CORP	COM	958102105	6	107	SH	SOLE	 	107	0	0
WESTERN UNION CO	COM	959802109	1963	94300	SH	DFND	1	55000	0	39300
WESTROCK CO	COM	96145D105	3532	72861	SH	DFND	1	57661	0	15200
WESTROCK CO	COM	96145D105	2	39	SH	SOLE	 	39	0	0
WEX INC	COM	96208T104	422	3900	SH	DFND	1	0	0	3900
WEX INC	COM	96208T104	257155	2379080	SH	SOLE	 	2223643	0	155437
WEYERHAEUSER CO	COM	962166104	12891	403615	SH	DFND	1	315455	0	88160
WEYERHAEUSER CO	COM	962166104	9	289	SH	SOLE	 	289	0	0
WHIRLPOOL CORP	COM	963320106	44352	273507	SH	DFND	1	198507	0	75000
WHIRLPOOL CORP	COM	963320106	0	3	SH	SOLE	 	3	0	0
WHITE MOUNTAINS INSURANCE GP	COM	G9618E107	5395	6500	SH	DFND	1	6200	0	300
WHITEWAVE FOODS CO	COM	966244105	757	13900	SH	DFND	1	5300	0	8600
WHITEWAVE FOODS CO	COM	966244105	590	10845	SH	SOLE	 	10845	0	0
WHOLE FOODS MARKET INC	COM	966837106	9534	336296	SH	DFND	1	232196	0	104100
WHOLE FOODS MARKET INC	COM	966837106	456	16096	SH	SOLE	 	16096	0	0
WILEY (JOHN)  SONS-CLASS A	COM	968223206	1631	31600	SH	DFND	1	21600	0	10000
WILLIAMS COS INC	COM	969457100	7792	253571	SH	DFND	1	204471	0	49100
WILLIAMS COS INC	COM	969457100	16	518	SH	SOLE	 	518	0	0
WILLIAMS-SONOMA INC	COM	969904101	848	16600	SH	DFND	1	5200	0	11400
WILLIAMS-SONOMA INC	COM	969904101	127310	2492373	SH	SOLE	 	2344257	0	148116
WILLIS TOWERS WATSON PLC	COM	G96629103	4694	35352	SH	DFND	1	31413	0	3939
WILLIS TOWERS WATSON PLC	COM	G96629103	9	71	SH	SOLE	 	71	0	0
WISDOMTREE INVESTMENTS INC	COM	97717P104	40785	3963549	SH	SOLE	 	3673720	0	289829
WISDOMTREE JAPAN HEDGED EQ	ETD	97717W851	343	8000	SH	DFND	1	8000	0	0
WISDOMTREE JAPAN HEDGED EQ	ETD	97717W851	438	10200	SH	SOLE	 	10200	0	0
WOLVERINE WORLD WIDE INC	COM	978097103	231165	10037570	SH	SOLE	 	9336324	0	701246
WORKDAY INC-CLASS A	COM	98138H101	917	10000	SH	DFND	1	4200	0	5800
WORKDAY INC-CLASS A	COM	98138H101	147097	1604837	SH	SOLE	 	1304081	0	290662
WORLD FUEL SERVICES CORP	COM	981475106	167	3600	SH	DFND	1	100	0	3500
WORLD FUEL SERVICES CORP	COM	981475106	113537	2454314	SH	SOLE	 	2317593	0	136721
WP CAREY INC	COM	92936U109	1374	21300	SH	DFND	1	8900	0	12400
WPX ENERGY INC	COM	98212B103	4965	376400	SH	DFND	1	144000	0	232400
WR BERKLEY CORP	COM	084423102	8346	144500	SH	DFND	1	38600	0	105900
WR GRACE  CO	COM	38388F108	435	5900	SH	DFND	1	2400	0	3500
WRIGHT MEDICAL GROUP NV	COM	N96617118	84228	3433675	SH	SOLE	 	3120654	0	313021
WW GRAINGER INC	COM	384802104	19837	88228	SH	DFND	1	27928	0	60300
WW GRAINGER INC	COM	384802104	2	11	SH	SOLE	 	11	0	0
WYNDHAM WORLDWIDE CORP	COM	98310W108	4639	68894	SH	DFND	1	35394	0	33500
WYNDHAM WORLDWIDE CORP	COM	98310W108	10	154	SH	SOLE	 	154	0	0
WYNN RESORTS LTD	COM	983134107	23907	245400	SH	DFND	1	198600	0	46800
XCEL ENERGY INC	COM	98389B100	142758	3470059	SH	DFND	1	2620659	0	849400
XCEL ENERGY INC	COM	98389B100	19	462	SH	SOLE	 	62	0	400
XEROX CORP	COM	984121103	1194	117900	SH	DFND	1	48900	0	69000
XILINX INC	COM	983919101	30139	554646	SH	DFND	1	464646	0	90000
XILINX INC	COM	983919101	210598	3875560	SH	SOLE	 	3403632	0	471928
XL GROUP LTD	COM	G98294104	2277	67704	SH	DFND	1	42704	0	25000
XL GROUP LTD	COM	G98294104	3	80	SH	SOLE	 	80	0	0
XYLEM INC	COM	98419M100	104857	1999179	SH	DFND	1	1520679	0	478500
XYLEM INC	COM	98419M100	6	109	SH	SOLE	 	109	0	0
YAHOO! INC	COM	984332106	16081	373100	SH	DFND	1	291000	0	82100
YANDEX NV-A	COM	N97284108	460	21842	SH	SOLE	 	21842	0	0
YELP INC	COM	985817105	367	8800	SH	DFND	1	5400	0	3400
YUM! BRANDS INC	COM	988498101	65819	724801	SH	DFND	1	549601	0	175200
ZAYO GROUP HOLDINGS INC	COM	98919V105	2175	73200	SH	DFND	1	38400	0	34800
ZEBRA TECHNOLOGIES CORP-CL A	COM	989207105	202	2900	SH	DFND	1	100	0	2800
ZEBRA TECHNOLOGIES CORP-CL A	COM	989207105	125726	1806144	SH	SOLE	 	1780946	0	25198
ZENDESK INC	COM	98936J101	23186	755009	SH	SOLE	 	437255	0	317754
ZILLOW GROUP INC - A	COM	98954M101	59	1700	SH	DFND	1	0	0	1700
ZILLOW GROUP INC - A	COM	98954M101	35815	1039612	SH	SOLE	 	855750	0	183862
ZILLOW GROUP INC - C	COM	98954M200	1441	41600	SH	DFND	1	34200	0	7400
ZILLOW GROUP INC - C	COM	98954M200	21948	633416	SH	SOLE	 	425947	0	207469
ZIMMER BIOMET HOLDINGS INC	COM	98956P102	59588	458300	SH	DFND	1	353900	0	104400
ZIONS BANCORPORATION	COM	989701107	5357	172700	SH	DFND	1	133300	0	39400
ZOETIS INC	COM	98978V103	51016	980894	SH	DFND	1	711673	0	269221
ZOETIS INC	COM	98978V103	263019	5061003	SH	SOLE	 	4716934	0	295782
